Freq.	V(vout)
1.31825673855638e+007	(-1.35079109003881e+000dB,-4.54659237478956e+000°)
1.34896288259162e+007	(-1.35973420674776e+000dB,-4.54405372662149e+000°)
1.38038426460286e+007	(-1.36846359862962e+000dB,-4.54174286340743e+000°)
1.41253754462272e+007	(-1.37697934321942e+000dB,-4.53974175634494e+000°)
1.44543977074590e+007	(-1.38528201190415e+000dB,-4.53813146436802e+000°)
1.47910838816818e+007	(-1.39337264561288e+000dB,-4.53699199181795e+000°)
1.51356124843618e+007	(-1.40125272974459e+000dB,-4.53640216348391e+000°)
1.54881661891245e+007	(-1.40892416860445e+000dB,-4.53643951634856e+000°)
1.58489319246108e+007	(-1.41638925954176e+000dB,-4.53718020820196e+000°)
1.62181009735889e+007	(-1.42365066704875e+000dB,-4.53869894198863e+000°)
1.65958690743752e+007	(-1.43071139698637e+000dB,-4.54106890578394e+000°)
1.69824365246171e+007	(-1.43757477113524e+000dB,-4.54436172730195e+000°)
1.73780082874934e+007	(-1.44424440222254e+000dB,-4.54864744243932e+000°)
1.77827941003888e+007	(-1.45072416957146e+000dB,-4.55399447694224e+000°)
1.81970085860994e+007	(-1.45701819550896e+000dB,-4.56046964007573e+000°)
1.86208713666283e+007	(-1.46313082261842e+000dB,-4.56813812987922e+000°)
1.90546071796321e+007	(-1.46906659195131e+000dB,-4.57706354862018e+000°)
1.94984459975800e+007	(-1.47483022225437e+000dB,-4.58730792785070e+000°)
1.99526231496884e+007	(-1.48042659027881e+000dB,-4.59893176205838e+000°)
2.04173794466948e+007	(-1.48586071223086e+000dB,-4.61199404988429e+000°)
2.08929613085399e+007	(-1.49113772635996e+000dB,-4.62655234239014e+000°)
2.13796208950219e+007	(-1.49626287675267e+000dB,-4.64266279711014e+000°)
2.18776162394950e+007	(-1.50124149829858e+000dB,-4.66038023752186e+000°)
2.23872113856829e+007	(-1.50607900286629e+000dB,-4.67975821672418e+000°)
2.29086765276772e+007	(-1.51078086664375e+000dB,-4.70084908513047e+000°)
2.34422881531987e+007	(-1.51535261867166e+000dB,-4.72370406091462e+000°)
2.39883291901944e+007	(-1.51979983050082e+000dB,-4.74837330310013e+000°)
2.45470891568498e+007	(-1.52412810698445e+000dB,-4.77490598645966e+000°)
2.51188643150952e+007	(-1.52834307815930e+000dB,-4.80335037754861e+000°)
2.57039578276881e+007	(-1.53245039217050e+000dB,-4.83375391183005e+000°)
2.63026799189532e+007	(-1.53645570922650e+000dB,-4.86616327088554e+000°)
2.69153480392686e+007	(-1.54036469651718e+000dB,-4.90062445976534e+000°)
2.75422870333811e+007	(-1.54418302407723e+000dB,-4.93718288379100e+000°)
2.81838293126439e+007	(-1.54791636153155e+000dB,-4.97588342474003e+000°)
2.88403150312654e+007	(-1.55157037569942e+000dB,-5.01677051590847e+000°)
2.95120922666632e+007	(-1.55515072899655e+000dB,-5.05988821580671e+000°)
3.01995172040195e+007	(-1.55866307860448e+000dB,-5.10528028046932e+000°)
3.09029543251352e+007	(-1.56211307636134e+000dB,-5.15299023395742e+000°)
3.16227766016831e+007	(-1.56550636933133e+000dB,-5.20306143687143e+000°)
3.23593656929621e+007	(-1.56884860101343e+000dB,-5.25553715305636e+000°)
3.31131121482584e+007	(-1.57214541315381e+000dB,-5.31046061377557e+000°)
3.38844156139195e+007	(-1.57540244812179e+000dB,-5.36787507986103e+000°)
3.46736850452524e+007	(-1.57862535181289e+000dB,-5.42782390144610e+000°)
3.54813389233568e+007	(-1.58181977704726e+000dB,-5.49035057505631e+000°)
3.63078054770093e+007	(-1.58499138742730e+000dB,-5.55549879845703e+000°)
3.71535229097164e+007	(-1.58814586162980e+000dB,-5.62331252267272e+000°)
3.80189396320553e+007	(-1.59128889809455e+000dB,-5.69383600157942e+000°)
3.89045144994272e+007	(-1.59442622008989e+000dB,-5.76711383876364e+000°)
3.98107170553488e+007	(-1.59756358112132e+000dB,-5.84319103179976e+000°)
4.07380277804104e+007	(-1.60070677066541e+000dB,-5.92211301377082e+000°)
4.16869383470326e+007	(-1.60386162020030e+000dB,-6.00392569205675e+000°)
4.26579518801583e+007	(-1.60703400950987e+000dB,-6.08867548472214e+000°)
4.36515832240156e+007	(-1.61022987324584e+000dB,-6.17640935377068e+000°)
4.46683592150953e+007	(-1.61345520772452e+000dB,-6.26717483605425e+000°)
4.57088189614865e+007	(-1.61671607793461e+000dB,-6.36102007133564e+000°)
4.67735141287188e+007	(-1.62001862474635e+000dB,-6.45799382755373e+000°)
4.78630092322628e+007	(-1.62336907230181e+000dB,-6.55814552371517e+000°)
4.89778819368435e+007	(-1.62677373555834e+000dB,-6.66152524976786e+000°)
5.01187233627261e+007	(-1.63023902799542e+000dB,-6.76818378396845e+000°)
5.12861383991353e+007	(-1.63377146943629e+000dB,-6.87817260751739e+000°)
5.24807460249761e+007	(-1.63737769399459e+000dB,-6.99154391665113e+000°)
5.37031796370241e+007	(-1.64106445812014e+000dB,-7.10835063175116e+000°)
5.49540873857612e+007	(-1.64483864873048e+000dB,-7.22864640423633e+000°)
5.62341325190336e+007	(-1.64870729141541e+000dB,-7.35248562058037e+000°)
5.75439937337144e+007	(-1.65267755869696e+000dB,-7.47992340357330e+000°)
5.88843655355576e+007	(-1.65675677833649e+000dB,-7.61101561135851e+000°)
6.02559586074344e+007	(-1.66095244166632e+000dB,-7.74581883338150e+000°)
6.16595001861468e+007	(-1.66527221194513e+000dB,-7.88439038426525e+000°)
6.30957344480179e+007	(-1.66972393270855e+000dB,-8.02678829481976e+000°)
6.45654229034641e+007	(-1.67431563611078e+000dB,-8.17307130054449e+000°)
6.60693448007581e+007	(-1.67905555124211e+000dB,-8.32329882773378e+000°)
6.76082975391967e+007	(-1.68395211241280e+000dB,-8.47753097730600e+000°)
6.91830970918921e+007	(-1.68901396737711e+000dB,-8.63582850564707e+000°)
7.07945784384122e+007	(-1.69424998550667e+000dB,-8.79825280387467e+000°)
7.24435960074974e+007	(-1.69966926588725e+000dB,-8.96486587414037e+000°)
7.41310241300901e+007	(-1.70528114532717e+000dB,-9.13573030410699e+000°)
7.58577575029167e+007	(-1.71109520628002e+000dB,-9.31090923907090e+000°)
7.76247116628674e+007	(-1.71712128466206e+000dB,-9.49046635203224e+000°)
7.94328234724264e+007	(-1.72336947756817e+000dB,-9.67446581184420e+000°)
8.12830516164081e+007	(-1.72985015086078e+000dB,-9.86297224935489e+000°)
8.31763771102652e+007	(-1.73657394666554e+000dB,-1.00560507216456e+001°)
8.51138038202357e+007	(-1.74355179073140e+000dB,-1.02537666748930e+001°)
8.70963589956061e+007	(-1.75079489968409e+000dB,-1.04561859051917e+001°)
8.91250938133725e+007	(-1.75831478817609e+000dB,-1.06633745181366e+001°)
9.12010839355889e+007	(-1.76612327591735e+000dB,-1.08753988867697e+001°)
9.33254300796970e+007	(-1.77423249463795e+000dB,-1.10923256086390e+001°)
9.54992586021414e+007	(-1.78265489494871e+000dB,-1.13142214610994e+001°)
9.77237220955788e+007	(-1.79140325316547e+000dB,-1.15411533558664e+001°)
9.99999999999977e+007	(-1.80049067808335e+000dB,-1.17731882923665e+001°)
1.02329299228073e+008	(-1.80993061774152e+000dB,-1.20103933099479e+001°)
1.04712854805088e+008	(-1.81973686620617e+000dB,-1.22528354394446e+001°)
1.07151930523758e+008	(-1.82992357042079e+000dB,-1.25005816536545e+001°)
1.09647819614316e+008	(-1.84050523711214e+000dB,-1.27536988162337e+001°)
1.12201845430194e+008	(-1.85149673985789e+000dB,-1.30122536306637e+001°)
1.14815362149686e+008	(-1.86291332630300e+000dB,-1.32763125866950e+001°)
1.17489755493950e+008	(-1.87477062562176e+000dB,-1.35459419069111e+001°)
1.20226443461738e+008	(-1.88708465619966e+000dB,-1.38212074903226e+001°)
1.23026877081235e+008	(-1.89987183366887e+000dB,-1.41021748550614e+001°)
1.25892541179414e+008	(-1.91314897927962e+000dB,-1.43889090786974e+001°)
1.28824955169310e+008	(-1.92693332867278e+000dB,-1.46814747357145e+001°)
1.31825673855638e+008	(-1.94124254110390e+000dB,-1.49799358323101e+001°)
1.34896288259162e+008	(-1.95609470914968e+000dB,-1.52843557375215e+001°)
1.38038426460285e+008	(-1.97150836890205e+000dB,-1.55947971095980e+001°)
1.41253754462272e+008	(-1.98750251073897e+000dB,-1.59113218185491e+001°)
1.44543977074589e+008	(-2.00409659057722e+000dB,-1.62339908616296e+001°)
1.47910838816817e+008	(-2.02131054172582e+000dB,-1.65628642732554e+001°)
1.51356124843617e+008	(-2.03916478723299e+000dB,-1.68980010271061e+001°)
1.54881661891244e+008	(-2.05768025272454e+000dB,-1.72394589296543e+001°)
1.58489319246108e+008	(-2.07687837970721e+000dB,-1.75872945046730e+001°)
1.62181009735889e+008	(-2.09678113921325e+000dB,-1.79415628662882e+001°)
1.65958690743752e+008	(-2.11741104574612e+000dB,-1.83023175817833e+001°)
1.69824365246170e+008	(-2.13879117136288e+000dB,-1.86696105205225e+001°)
1.73780082874933e+008	(-2.16094515978504e+000dB,-1.90434916899123e+001°)
1.77827941003888e+008	(-2.18389724032665e+000dB,-1.94240090563560e+001°)
1.81970085860994e+008	(-2.20767224150866e+000dB,-1.98112083506525e+001°)
1.86208713666282e+008	(-2.23229560405357e+000dB,-2.02051328566310e+001°)
1.90546071796320e+008	(-2.25779339307858e+000dB,-2.06058231834193e+001°)
1.94984459975800e+008	(-2.28419230915516e+000dB,-2.10133170180320e+001°)
1.99526231496883e+008	(-2.31151969798595e+000dB,-2.14276488617660e+001°)
2.04173794466948e+008	(-2.33980355835664e+000dB,-2.18488497466849e+001°)
2.08929613085399e+008	(-2.36907254798796e+000dB,-2.22769469339211e+001°)
2.13796208950218e+008	(-2.39935598696569e+000dB,-2.27119635933187e+001°)
2.18776162394950e+008	(-2.43068385843066e+000dB,-2.31539184665665e+001°)
2.23872113856829e+008	(-2.46308680596473e+000dB,-2.36028255105611e+001°)
2.29086765276772e+008	(-2.49659612757167e+000dB,-2.40586935278990e+001°)
2.34422881531987e+008	(-2.53124376559636e+000dB,-2.45215257802240e+001°)
2.39883291901943e+008	(-2.56706229242110e+000dB,-2.49913195899131e+001°)
2.45470891568497e+008	(-2.60408489142722e+000dB,-2.54680659302335e+001°)
2.51188643150952e+008	(-2.64234533304270e+000dB,-2.59517490074223e+001°)
2.57039578276880e+008	(-2.68187794535711e+000dB,-2.64423458358162e+001°)
2.63026799189532e+008	(-2.72271757931673e+000dB,-2.69398258115540e+001°)
2.69153480392685e+008	(-2.76489956790844e+000dB,-2.74441502847073e+001°)
2.75422870333810e+008	(-2.80845967946370e+000dB,-2.79552721363413e+001°)
2.81838293126439e+008	(-2.85343406469866e+000dB,-2.84731353624455e+001°)
2.88403150312654e+008	(-2.89985919757680e+000dB,-2.89976746694948e+001°)
2.95120922666631e+008	(-2.94777180980910e+000dB,-2.95288150852739e+001°)
3.01995172040194e+008	(-2.99720881917355e+000dB,-3.00664715895627e+001°)
3.09029543251351e+008	(-3.04820725155677e+000dB,-3.06105487677477e+001°)
3.16227766016830e+008	(-3.10080415720462e+000dB,-3.11609404950742e+001°)
3.23593656929620e+008	(-3.15503652104381e+000dB,-3.17175296503802e+001°)
3.31131121482583e+008	(-3.21094116764033e+000dB,-3.22801878686971e+001°)
3.38844156139194e+008	(-3.26855466114843e+000dB,-3.28487753340959e+001°)
3.46736850452523e+008	(-3.32791320064655e+000dB,-3.34231406170915e+001°)
3.54813389233567e+008	(-3.38905251135117e+000dB,-3.40031205606467e+001°)
3.63078054770092e+008	(-3.45200773241145e+000dB,-3.45885402172270e+001°)
3.71535229097163e+008	(-3.51681330192478e+000dB,-3.51792128423380e+001°)
3.80189396320552e+008	(-3.58350283970114e+000dB,-3.57749399431312e+001°)
3.89045144994271e+008	(-3.65210902878191e+000dB,-3.63755113881471e+001°)
3.98107170553487e+008	(-3.72266349639072e+000dB,-3.69807055781240e+001°)
4.07380277804103e+008	(-3.79519669507874e+000dB,-3.75902896779413e+001°)
4.16869383470325e+008	(-3.86973778517284e+000dB,-3.82040199137955e+001°)
4.26579518801582e+008	(-3.94631451903344e+000dB,-3.88216419303822e+001°)
4.36515832240155e+008	(-4.02495312845020e+000dB,-3.94428912133134e+001°)
4.46683592150952e+008	(-4.10567821572860e+000dB,-4.00674935714327e+001°)
4.57088189614864e+008	(-4.18851264940922e+000dB,-4.06951656779140e+001°)
4.67735141287186e+008	(-4.27347746560941e+000dB,-4.13256156695863e+001°)
4.78630092322626e+008	(-4.36059177566866e+000dB,-4.19585437996743e+001°)
4.89778819368434e+008	(-4.44987268097388e+000dB,-4.25936431415235e+001°)
5.01187233627260e+008	(-4.54133519541011e+000dB,-4.32306003370722e+001°)
5.12861383991352e+008	(-4.63499217658024e+000dB,-4.38690963892461e+001°)
5.24807460249759e+008	(-4.73085426585774e+000dB,-4.45088074892650e+001°)
5.37031796370239e+008	(-4.82892983823026e+000dB,-4.51494058770298e+001°)
5.49540873857610e+008	(-4.92922496183900e+000dB,-4.57905607246973e+001°)
5.62341325190335e+008	(-5.03174336809191e+000dB,-4.64319390420791e+001°)
5.75439937337142e+008	(-5.13648643215970e+000dB,-4.70732065940055e+001°)
5.88843655355574e+008	(-5.24345316414494e+000dB,-4.77140288251906e+001°)
6.02559586074342e+008	(-5.35264021108618e+000dB,-4.83540717866788e+001°)
6.16595001861466e+008	(-5.46404186926554e+000dB,-4.89930030542251e+001°)
6.30957344480177e+008	(-5.57765010733260e+000dB,-4.96304926379531e+001°)
6.45654229034639e+008	(-5.69345459937083e+000dB,-5.02662138722823e+001°)
6.60693448007579e+008	(-5.81144276793753e+000dB,-5.08998442830779e+001°)
6.76082975391964e+008	(-5.93159983637244e+000dB,-5.15310664253201e+001°)
6.91830970918918e+008	(-6.05390889022209e+000dB,-5.21595686878632e+001°)
7.07945784384120e+008	(-6.17835094680486e+000dB,-5.27850460586267e+001°)
7.24435960074971e+008	(-6.30490503248208e+000dB,-5.34072008471234e+001°)
7.41310241300898e+008	(-6.43354826713501e+000dB,-5.40257433617204e+001°)
7.58577575029164e+008	(-6.56425595447185e+000dB,-5.46403925349091e+001°)
7.76247116628671e+008	(-6.69700167849699e+000dB,-5.52508765001648e+001°)
7.94328234724261e+008	(-6.83175740400040e+000dB,-5.58569331104724e+001°)
8.12830516164078e+008	(-6.96849358152399e+000dB,-5.64583104042565e+001°)
8.31763771102649e+008	(-7.10717925535905e+000dB,-5.70547670142083e+001°)
8.51138038202354e+008	(-7.24778217361224e+000dB,-5.76460725171135e+001°)
8.70963589956058e+008	(-7.39026890036029e+000dB,-5.82320077297716e+001°)
8.91250938133722e+008	(-7.53460492831695e+000dB,-5.88123649464396e+001°)
9.12010839355886e+008	(-7.68075479166511e+000dB,-5.93869481212767e+001°)
9.33254300796966e+008	(-7.82868217866475e+000dB,-5.99555729981480e+001°)
9.54992586021411e+008	(-7.97835004256116e+000dB,-6.05180671859952e+001°)
9.77237220955785e+008	(-8.12972071132159e+000dB,-6.10742701867728e+001°)
9.99999999999973e+008	(-8.28275599463506e+000dB,-6.16240333736364e+001°)
1.02329299228073e+009	(-8.43741728827911e+000dB,-6.21672199250149e+001°)
1.04712854805087e+009	(-8.59366567538316e+000dB,-6.27037047167941e+001°)
1.07151930523758e+009	(-8.75146202383988e+000dB,-6.32333741742945e+001°)
1.09647819614316e+009	(-8.91076708005615e+000dB,-6.37561260891245e+001°)
1.12201845430193e+009	(-9.07154155824318e+000dB,-6.42718694020146e+001°)
1.14815362149685e+009	(-9.23374622547913e+000dB,-6.47805239565387e+001°)
1.17489755493950e+009	(-9.39734198204632e+000dB,-6.52820202256728e+001°)
1.20226443461738e+009	(-9.56228993713516e+000dB,-6.57762990151219e+001°)
1.23026877081235e+009	(-9.72855147949652e+000dB,-6.62633111453295e+001°)
1.25892541179413e+009	(-9.89608834361812e+000dB,-6.67430171171735e+001°)
1.28824955169310e+009	(-1.00648626707974e+001dB,-6.72153867623775e+001°)
1.31825673855637e+009	(-1.02348370652655e+001dB,-6.76803988813321e+001°)
1.34896288259162e+009	(-1.04059746459361e+001dB,-6.81380408731278e+001°)
1.38038426460285e+009	(-1.05782390930423e+001dB,-6.85883083572321e+001°)
1.41253754462272e+009	(-1.07515946905795e+001dB,-6.90312047918331e+001°)
1.44543977074589e+009	(-1.09260063640878e+001dB,-6.94667410890214e+001°)
1.47910838816817e+009	(-1.11014397143503e+001dB,-6.98949352301879e+001°)
1.51356124843617e+009	(-1.12778610467340e+001dB,-7.03158118818616e+001°)
1.54881661891244e+009	(-1.14552373970593e+001dB,-7.07294020161079e+001°)
1.58489319246107e+009	(-1.16335365531748e+001dB,-7.11357425336516e+001°)
1.62181009735889e+009	(-1.18127270735569e+001dB,-7.15348758943806e+001°)
1.65958690743751e+009	(-1.19927783021584e+001dB,-7.19268497535960e+001°)
1.69824365246170e+009	(-1.21736603805065e+001dB,-7.23117166075196e+001°)
1.73780082874933e+009	(-1.23553442565694e+001dB,-7.26895334463839e+001°)
1.77827941003887e+009	(-1.25378016911972e+001dB,-7.30603614181828e+001°)
1.81970085860993e+009	(-1.27210052617983e+001dB,-7.34242655018102e+001°)
1.86208713666282e+009	(-1.29049283639380e+001dB,-7.37813141915107e+001°)
1.90546071796319e+009	(-1.30895452106679e+001dB,-7.41315791919977e+001°)
1.94984459975799e+009	(-1.32748308300615e+001dB,-7.44751351252541e+001°)
1.99526231496882e+009	(-1.34607610608934e+001dB,-7.48120592485995e+001°)
2.04173794466947e+009	(-1.36473125468190e+001dB,-7.51424311845687e+001°)
2.08929613085398e+009	(-1.38344627291227e+001dB,-7.54663326624014e+001°)
2.13796208950217e+009	(-1.40221898383566e+001dB,-7.57838472714835e+001°)
2.18776162394949e+009	(-1.42104728845315e+001dB,-7.60950602254868e+001°)
2.23872113856828e+009	(-1.43992916467511e+001dB,-7.64000581387615e+001°)
2.29086765276771e+009	(-1.45886266620092e+001dB,-7.66989288140307e+001°)
2.34422881531986e+009	(-1.47784592128127e+001dB,-7.69917610396358e+001°)
2.39883291901942e+009	(-1.49687713149550e+001dB,-7.72786443993175e+001°)
2.45470891568496e+009	(-1.51595457041971e+001dB,-7.75596690908007e+001°)
2.51188643150951e+009	(-1.53507658229697e+001dB,-7.78349257552898e+001°)
2.57039578276879e+009	(-1.55424158067445e+001dB,-7.81045053164567e+001°)
2.63026799189531e+009	(-1.57344804699722e+001dB,-7.83684988281509e+001°)
2.69153480392684e+009	(-1.59269452923784e+001dB,-7.86269973320189e+001°)
2.75422870333809e+009	(-1.61197964048241e+001dB,-7.88800917227068e+001°)
2.81838293126437e+009	(-1.63130205754031e+001dB,-7.91278726215929e+001°)
2.88403150312652e+009	(-1.65066051956930e+001dB,-7.93704302583077e+001°)
2.95120922666630e+009	(-1.67005382669733e+001dB,-7.96078543591184e+001°)
3.01995172040193e+009	(-1.68948083867909e+001dB,-7.98402340424218e+001°)
3.09029543251350e+009	(-1.70894047359252e+001dB,-8.00676577211297e+001°)
3.16227766016829e+009	(-1.72843170652582e+001dB,-8.02902130100340e+001°)
3.23593656929619e+009	(-1.74795356833828e+001dB,-8.05079866399242e+001°)
3.31131121482582e+009	(-1.76750514443962e+001dB,-8.07210643763372e+001°)
3.38844156139193e+009	(-1.78708557359696e+001dB,-8.09295309430215e+001°)
3.46736850452522e+009	(-1.80669404681565e+001dB,-8.11334699504777e+001°)
3.54813389233565e+009	(-1.82632980623455e+001dB,-8.13329638279491e+001°)
3.63078054770091e+009	(-1.84599214407399e+001dB,-8.15280937591445e+001°)
3.71535229097162e+009	(-1.86568040166192e+001dB,-8.17189396221580e+001°)
3.80189396320550e+009	(-1.88539396844494e+001dB,-8.19055799305794e+001°)
3.89045144994269e+009	(-1.90513228112899e+001dB,-8.20880917793190e+001°)
3.98107170553486e+009	(-1.92489482279709e+001dB,-8.22665507907053e+001°)
4.07380277804101e+009	(-1.94468112212934e+001dB,-8.24410310637714e+001°)
4.16869383470323e+009	(-1.96449075264792e+001dB,-8.26116051244039e+001°)
4.26579518801580e+009	(-1.98432333202511e+001dB,-8.27783438769283e+001°)
4.36515832240153e+009	(-2.00417852145165e+001dB,-8.29413165567311e+001°)
4.46683592150950e+009	(-2.02405602502186e+001dB,-8.31005906826155e+001°)
4.57088189614862e+009	(-2.04395558922350e+001dB,-8.32562320105235e+001°)
4.67735141287185e+009	(-2.06387700242952e+001dB,-8.34083044860239e+001°)
4.78630092322624e+009	(-2.08382009446797e+001dB,-8.35568701969468e+001°)
4.89778819368432e+009	(-2.10378473623406e+001dB,-8.37019893250661e+001°)
5.01187233627258e+009	(-2.12377083934946e+001dB,-8.38437200966316e+001°)
5.12861383991350e+009	(-2.14377835587081e+001dB,-8.39821187315050e+001°)
5.24807460249757e+009	(-2.16380727803989e+001dB,-8.41172393904344e+001°)
5.37031796370237e+009	(-2.18385763809537e+001dB,-8.42491341206468e+001°)
5.49540873857609e+009	(-2.20392950808305e+001dB,-8.43778527979270e+001°)
5.62341325190333e+009	(-2.22402299977338e+001dB,-8.45034430676746e+001°)
5.75439937337140e+009	(-2.24413826456071e+001dB,-8.46259502813392e+001°)
5.88843655355572e+009	(-2.26427549342486e+001dB,-8.47454174302205e+001°)
6.02559586074340e+009	(-2.28443491691755e+001dB,-8.48618850752520e+001°)
6.16595001861464e+009	(-2.30461680518835e+001dB,-8.49753912729292e+001°)
6.30957344480175e+009	(-2.32482146802976e+001dB,-8.50859714966062e+001°)
6.45654229034637e+009	(-2.34504925495047e+001dB,-8.51936585531227e+001°)
6.60693448007577e+009	(-2.36530055527180e+001dB,-8.52984824943893e+001°)
6.76082975391962e+009	(-2.38557579823119e+001dB,-8.54004705232628e+001°)
6.91830970918916e+009	(-2.40587545310801e+001dB,-8.54996468938754e+001°)
7.07945784384117e+009	(-2.42620002935165e+001dB,-8.55960328056672e+001°)
7.24435960074969e+009	(-2.44655007671018e+001dB,-8.56896462908562e+001°)
7.41310241300896e+009	(-2.46692618535396e+001dB,-8.57805020949877e+001°)
7.58577575029162e+009	(-2.48732898600845e+001dB,-8.58686115507919e+001°)
7.76247116628669e+009	(-2.50775915002720e+001dB,-8.59539824432465e+001°)
7.94328234724258e+009	(-2.52821738948309e+001dB,-8.60366188678983e+001°)
8.12830516164075e+009	(-2.54870445720716e+001dB,-8.61165210802339e+001°)
8.31763771102647e+009	(-2.56922114679931e+001dB,-8.61936853370529e+001°)
8.51138038202351e+009	(-2.58976829256609e+001dB,-8.62681037278740e+001°)
8.70963589956055e+009	(-2.61034676941982e+001dB,-8.63397639979536e+001°)
8.91250938133719e+009	(-2.63095749270034e+001dB,-8.64086493614511e+001°)
9.12010839355883e+009	(-2.65160141791865e+001dB,-8.64747383049009e+001°)
9.33254300796963e+009	(-2.67227954039836e+001dB,-8.65380043803493e+001°)
9.54992586021408e+009	(-2.69299289481685e+001dB,-8.65984159884036e+001°)
9.77237220955782e+009	(-2.71374255462478e+001dB,-8.66559361507910e+001°)
1.00000000000000e+010	(-2.73452963131970e+001dB,-8.67105222718436e+001°)
