Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
35210.05201684524,0.107144110634137,2.840656177367568
37439.78389823814,0.1033763319299178,2.65114964605857
39810.71705534978,0.1051623668855843,2.473679347549094
42331.79328088216,0.1047388354219171,2.298344499466864
45012.52062061341,0.1062417802826093,2.138235682671066
47863.00923226385,0.1107058337610787,1.981208576383793
50894.00951518099,0.1086781954710287,1.843117234193983
54116.95265464643,0.1060969168241163,1.700211857497393
57543.99373371572,0.110060913235672,1.580719970085667
61188.05757518225,0.107271028073399,1.465127005463863
65062.8874865558,0.1094861449144005,1.329470600538752
69183.09709189369,0.1113242193231776,1.214108542616145
73564.22544596421,0.1118043406860249,1.111219779797182
78222.79563860038,0.1129723553731446,0.9957433778868781
83176.37711026717,0.1146509988459429,0.9034951484360363
88443.65191386007,0.1104364201122923,0.7864585927271861
94044.48517263534,0.1134246914747358,0.7044187909586448
100000.0000000001,0.1056990555279776,0.5883823271249682
106332.6571637163,0.1154036244024029,0.4999207008077349
113066.339794964,0.1167856803763505,0.4229222680987732
120226.4434617414,0.114612148099026,0.3200714156019302
127839.9719463024,0.1105854377121756,0.2443776480022279
135935.6390878527,0.1126002917855223,0.2083276583386464
144543.977074593,0.1135739554462872,0.0806520736787526
153697.4515935273,0.1144348584789266,-0.01841510376304711
163430.5842723139,0.1237263489623697,-0.07571354281159159
173780.0828749378,0.1163102737889904,-0.1875852895788483
184784.9797422292,0.1126186255151732,-0.2753971009403813
196486.778999347,0.114789210308518,-0.3627823983377141
208929.6130854041,0.1124721609744518,-0.4420317942415295
222160.4091955814,0.1129076471041589,-0.550904576646488
236229.0662634465,0.1130357202617571,-0.6419136874876017
251188.6431509582,0.1051379054607989,-0.7386664944002064
267095.5587558988,0.1100329337943352,-0.8388470071675815
284009.8047914217,0.1085154670184393,-0.957509743431217
301995.1720402019,0.1067341015210518,-1.054768731972487
321119.4909364826,0.06989844974882128,-1.181249286061444
341454.8873833602,0.1046692482911605,-1.290030551951943
363078.0547701016,0.1042699813663697,-1.435596077832884
386070.5432153813,0.09577806759261032,-1.574038577089986
410519.0671273081,0.09689112173297869,-1.723327266300575
436515.8322401663,0.09571701586751842,-1.887339346895004
464158.8833612779,0.08966462310160719,-2.064173743799842
493552.4741394809,0.07069689071372817,-2.265419024230525
524807.4602497731,0.07931940574691609,-2.459931430520342
558041.7174769967,0.0716345510529186,-2.657058484381764
593380.5862753284,0.06144663130717404,-2.905172553096691
630957.3444801933,0.05100397353115668,-3.18039649996237
670913.7099554116,0.03519690741650248,-3.481771382495594
713400.3750712569,0.0127805134546473,-3.812333400408297
758577.575029184,-0.0139864957819917,-4.182216000510962
806615.692176614,-0.04856644471287364,-4.592654509163765
857695.8985908942,-0.09143831336559091,-5.022991120194401
912010.8393559101,-0.1441470754389247,-5.509123299267536
969765.3591082501,-0.2021716694018659,-6.026737588117413
1031177.274593055,-0.2843223654161978,-6.555959203302905
1096478.196143186,-0.3743026517911573,-7.114346282023981
1165914.401179833,-0.4753860748836425,-7.649604568563248
1239747.763028945,-0.5848033879068355,-8.199075546393523
1318256.738556408,-0.7055685221453133,-8.701132960532362
1401737.41834677,-0.8340569543737324,-9.217639073961749
1490504.643386197,-0.9679251212584437,-9.682133525618838
1584893.192461115,-1.107733295506696,-10.12169456892111
1685259.044750752,-1.248642465120027,-10.52992634310124
1791980.722375334,-1.393263032518326,-10.89869065306874
