#C1: Vcc
#C2: VC
#C3: VE
#C4: VB
#
#M1: VCE
#M2: IC
#M3: VBE
C1,Average, 9.0341 V
C2,Average, 6.1280 V
C3,Average, 2.9204 V
C4,Average, 3.5829 V
M1,Average, 3.2076 V
M2,Average, 1.9373 mA
M3,Average, 0.66252 V
