time	I(Rref1)	Id(M4)
8.038156249222089e-005	8.507789e-003	8.507767e-003
8.233468749222090e-005	8.507789e-003	8.507767e-003
8.428781249222090e-005	8.507789e-003	8.507767e-003
8.624093749222090e-005	8.507789e-003	8.507767e-003
8.819406249222090e-005	8.507789e-003	8.507767e-003
9.014718749222090e-005	8.507789e-003	8.507767e-003
9.210031249222090e-005	8.507789e-003	8.507767e-003
9.405343749222091e-005	8.507789e-003	8.507767e-003
9.698312499222091e-005	8.507789e-003	8.507767e-003
9.893624999222091e-005	8.507789e-003	8.507767e-003
1.008893749922209e-004	8.507789e-003	8.507767e-003
1.028424999922209e-004	8.507789e-003	8.507767e-003
1.047956249922209e-004	8.507789e-003	8.507767e-003
1.067487499922209e-004	8.507789e-003	8.507767e-003
1.087018749922209e-004	8.507789e-003	8.507767e-003
1.106549999922209e-004	8.507789e-003	8.507767e-003
1.126081249922209e-004	8.507789e-003	8.507767e-003
1.145612499922209e-004	8.507789e-003	8.507767e-003
1.165143749922209e-004	8.507789e-003	8.507767e-003
1.184674999922209e-004	8.507789e-003	8.507767e-003
1.204206249922209e-004	8.507789e-003	8.507767e-003
1.223737499922209e-004	8.507789e-003	8.507767e-003
1.243268749922209e-004	8.507789e-003	8.507767e-003
1.262799999922209e-004	8.507789e-003	8.507767e-003
1.282331249922209e-004	8.507789e-003	8.507767e-003
1.301862499922209e-004	8.507789e-003	8.507767e-003
1.321393749922209e-004	8.507789e-003	8.507767e-003
1.340924999922209e-004	8.507789e-003	8.507767e-003
1.360456249922209e-004	8.507789e-003	8.507767e-003
1.379987499922209e-004	8.507789e-003	8.507767e-003
1.399518749922209e-004	8.507789e-003	8.507767e-003
1.419049999922209e-004	8.507789e-003	8.507767e-003
1.438581249922209e-004	8.507789e-003	8.507767e-003
1.458112499922209e-004	8.507789e-003	8.507767e-003
1.477643749922209e-004	8.507789e-003	8.507767e-003
1.506940624922209e-004	8.507789e-003	8.507767e-003
1.526471874922209e-004	8.507789e-003	8.507767e-003
1.546003124922210e-004	8.507789e-003	8.507767e-003
1.565534374922210e-004	8.507789e-003	8.507767e-003
1.585065624922210e-004	8.507789e-003	8.507767e-003
1.604596874922210e-004	8.507789e-003	8.507767e-003
1.624128124922210e-004	8.507789e-003	8.507767e-003
1.643659374922210e-004	8.507789e-003	8.507767e-003
1.663190624922210e-004	8.507789e-003	8.507767e-003
1.682721874922210e-004	8.507789e-003	8.507767e-003
1.702253124922210e-004	8.507789e-003	8.507767e-003
1.721784374922210e-004	8.507789e-003	8.507767e-003
1.741315624922210e-004	8.507789e-003	8.507767e-003
1.760846874922210e-004	8.507789e-003	8.507767e-003
1.780378124922210e-004	8.507789e-003	8.507767e-003
1.799909374922210e-004	8.507789e-003	8.507767e-003
1.819440624922210e-004	8.507789e-003	8.507767e-003
1.838971874922210e-004	8.507789e-003	8.507767e-003
1.858503124922210e-004	8.507789e-003	8.507767e-003
1.878034374922210e-004	8.507789e-003	8.507767e-003
1.897565624922210e-004	8.507789e-003	8.507767e-003
1.917096874922210e-004	8.507789e-003	8.507767e-003
1.936628124922210e-004	8.507789e-003	8.507767e-003
1.956159374922210e-004	8.507789e-003	8.507767e-003
1.963134821350781e-004	8.507789e-003	8.507767e-003
1.970110267779353e-004	8.507789e-003	8.507767e-003
1.977085714207924e-004	8.507789e-003	8.507767e-003
1.984061160636496e-004	8.507789e-003	8.507767e-003
1.991036607065067e-004	8.507789e-003	8.507767e-003
1.998012053493638e-004	8.507789e-003	8.507767e-003
2.004987499922210e-004	8.507789e-003	8.507767e-003
2.024518749922210e-004	8.507789e-003	8.507767e-003
2.044049999922210e-004	8.507789e-003	8.507767e-003
2.063581249922210e-004	8.507789e-003	8.507767e-003
2.083112499922210e-004	8.507789e-003	8.507767e-003
2.102643749922210e-004	8.507789e-003	8.507767e-003
2.122174999922210e-004	8.507789e-003	8.507767e-003
2.141706249922210e-004	8.507789e-003	8.507767e-003
2.161237499922210e-004	8.507789e-003	8.507767e-003
2.180768749922210e-004	8.507789e-003	8.507767e-003
2.200299999922210e-004	8.507789e-003	8.507767e-003
2.219831249922210e-004	8.507789e-003	8.507767e-003
2.239362499922210e-004	8.507789e-003	8.507767e-003
2.258893749922210e-004	8.507789e-003	8.507767e-003
2.278424999922210e-004	8.507789e-003	8.507767e-003
2.297956249922210e-004	8.507789e-003	8.507767e-003
2.317487499922210e-004	8.507789e-003	8.507767e-003
2.337018749922210e-004	8.507789e-003	8.507767e-003
2.356549999922210e-004	8.507789e-003	8.507767e-003
2.376081249922210e-004	8.507789e-003	8.507767e-003
2.395612499922210e-004	8.507789e-003	8.507767e-003
2.415143749922210e-004	8.507789e-003	8.507767e-003
2.434674999922210e-004	8.507789e-003	8.507767e-003
2.454206249922210e-004	8.507789e-003	8.507767e-003
2.473737499922210e-004	8.507789e-003	8.507767e-003
2.503034374922210e-004	8.507789e-003	8.507767e-003
2.522565624922210e-004	8.507789e-003	8.507767e-003
2.542096874922210e-004	8.507789e-003	8.507767e-003
2.561628124922210e-004	8.507789e-003	8.507767e-003
2.581159374922210e-004	8.507789e-003	8.507767e-003
2.600690624922210e-004	8.507789e-003	8.507767e-003
2.620221874922210e-004	8.507789e-003	8.507767e-003
2.639753124922210e-004	8.507789e-003	8.507767e-003
2.659284374922210e-004	8.507789e-003	8.507767e-003
2.678815624922210e-004	8.507789e-003	8.507767e-003
2.698346874922210e-004	8.507789e-003	8.507767e-003
2.717878124922210e-004	8.507789e-003	8.507767e-003
2.737409374922210e-004	8.507789e-003	8.507767e-003
2.756940624922210e-004	8.507789e-003	8.507767e-003
2.776471874922210e-004	8.507789e-003	8.507767e-003
2.796003124922210e-004	8.507789e-003	8.507767e-003
2.815534374922210e-004	8.507789e-003	8.507767e-003
2.835065624922210e-004	8.507789e-003	8.507767e-003
2.854596874922210e-004	8.507789e-003	8.507767e-003
2.874128124922210e-004	8.507789e-003	8.507767e-003
2.893659374922210e-004	8.507789e-003	8.507767e-003
2.913190624922210e-004	8.507789e-003	8.507767e-003
2.932721874922210e-004	8.507789e-003	8.507767e-003
2.952253124922210e-004	8.507789e-003	8.507767e-003
2.981549999922211e-004	8.507789e-003	8.507767e-003
3.001081249922211e-004	8.507789e-003	8.507767e-003
3.020612499922211e-004	8.507789e-003	8.507767e-003
3.040143749922211e-004	8.507789e-003	8.507767e-003
3.059674999922211e-004	8.507789e-003	8.507767e-003
3.079206249922211e-004	8.507789e-003	8.507767e-003
3.098737499922211e-004	8.507789e-003	8.507767e-003
3.118268749922211e-004	8.507789e-003	8.507767e-003
3.137799999922211e-004	8.507789e-003	8.507767e-003
3.157331249922211e-004	8.507789e-003	8.507767e-003
3.176862499922211e-004	8.507789e-003	8.507767e-003
3.196393749922211e-004	8.507789e-003	8.507767e-003
3.215924999922211e-004	8.507789e-003	8.507767e-003
3.235456249922211e-004	8.507789e-003	8.507767e-003
3.254987499922211e-004	8.507789e-003	8.507767e-003
3.274518749922211e-004	8.507789e-003	8.507767e-003
3.294049999922211e-004	8.507789e-003	8.507767e-003
3.313581249922211e-004	8.507789e-003	8.507767e-003
3.333112499922211e-004	8.507789e-003	8.507767e-003
3.352643749922211e-004	8.507789e-003	8.507767e-003
3.372174999922211e-004	8.507789e-003	8.507767e-003
3.391706249922211e-004	8.507789e-003	8.507767e-003
3.411237499922211e-004	8.507789e-003	8.507767e-003
3.430768749922211e-004	8.507789e-003	8.507767e-003
3.450299999922211e-004	8.507789e-003	8.507767e-003
3.469831249922211e-004	8.507789e-003	8.507767e-003
3.499128124922211e-004	8.507789e-003	8.507767e-003
3.518659374922211e-004	8.507789e-003	8.507767e-003
3.538190624922211e-004	8.507789e-003	8.507767e-003
3.557721874922211e-004	8.507789e-003	8.507767e-003
3.577253124922211e-004	8.507789e-003	8.507767e-003
3.596784374922211e-004	8.507789e-003	8.507767e-003
3.616315624922211e-004	8.507789e-003	8.507767e-003
3.635846874922211e-004	8.507789e-003	8.507767e-003
3.655378124922211e-004	8.507789e-003	8.507767e-003
3.674909374922211e-004	8.507789e-003	8.507767e-003
3.694440624922211e-004	8.507789e-003	8.507767e-003
3.713971874922211e-004	8.507789e-003	8.507767e-003
3.733503124922211e-004	8.507789e-003	8.507767e-003
3.753034374922211e-004	8.507789e-003	8.507767e-003
3.772565624922211e-004	8.507789e-003	8.507767e-003
3.792096874922211e-004	8.507789e-003	8.507767e-003
3.811628124922211e-004	8.507789e-003	8.507767e-003
3.831159374922211e-004	8.507789e-003	8.507767e-003
3.850690624922211e-004	8.507789e-003	8.507767e-003
3.870221874922211e-004	8.507789e-003	8.507767e-003
3.889753124922211e-004	8.507789e-003	8.507767e-003
3.909284374922211e-004	8.507789e-003	8.507767e-003
3.928815624922211e-004	8.507789e-003	8.507767e-003
3.948346874922211e-004	8.507789e-003	8.507767e-003
3.967878124922211e-004	8.507789e-003	8.507767e-003
3.997174999922211e-004	8.507789e-003	8.507767e-003
4.016706249922211e-004	8.507789e-003	8.507767e-003
4.036237499922211e-004	8.507789e-003	8.507767e-003
4.055768749922211e-004	8.507789e-003	8.507767e-003
4.075299999922211e-004	8.507789e-003	8.507767e-003
4.094831249922212e-004	8.507789e-003	8.507767e-003
4.114362499922212e-004	8.507789e-003	8.507767e-003
4.133893749922212e-004	8.507789e-003	8.507767e-003
4.153424999922212e-004	8.507789e-003	8.507767e-003
4.172956249922212e-004	8.507789e-003	8.507767e-003
4.192487499922212e-004	8.507789e-003	8.507767e-003
4.212018749922212e-004	8.507789e-003	8.507767e-003
4.231549999922212e-004	8.507789e-003	8.507767e-003
4.251081249922212e-004	8.507789e-003	8.507767e-003
4.270612499922212e-004	8.507789e-003	8.507767e-003
4.290143749922212e-004	8.507789e-003	8.507767e-003
4.309674999922212e-004	8.507789e-003	8.507767e-003
4.329206249922212e-004	8.507789e-003	8.507767e-003
4.348737499922212e-004	8.507789e-003	8.507767e-003
4.368268749922212e-004	8.507789e-003	8.507767e-003
4.387799999922212e-004	8.507789e-003	8.507767e-003
4.407331249922212e-004	8.507789e-003	8.507767e-003
4.426862499922212e-004	8.507789e-003	8.507767e-003
4.446393749922212e-004	8.507789e-003	8.507767e-003
4.465924999922212e-004	8.507789e-003	8.507767e-003
4.495221874922212e-004	8.507789e-003	8.507767e-003
4.514753124922212e-004	8.507789e-003	8.507767e-003
4.534284374922212e-004	8.507789e-003	8.507767e-003
4.553815624922212e-004	8.507789e-003	8.507767e-003
4.573346874922212e-004	8.507789e-003	8.507767e-003
4.592878124922212e-004	8.507789e-003	8.507767e-003
4.612409374922212e-004	8.507789e-003	8.507767e-003
4.631940624922212e-004	8.507789e-003	8.507767e-003
4.651471874922212e-004	8.507789e-003	8.507767e-003
4.671003124922212e-004	8.507789e-003	8.507767e-003
4.690534374922212e-004	8.507789e-003	8.507767e-003
4.710065624922212e-004	8.507789e-003	8.507767e-003
4.729596874922212e-004	8.507789e-003	8.507767e-003
4.749128124922212e-004	8.507789e-003	8.507767e-003
4.768659374922212e-004	8.507789e-003	8.507767e-003
4.788190624922212e-004	8.507789e-003	8.507767e-003
4.807721874922212e-004	8.507789e-003	8.507767e-003
4.827253124922212e-004	8.507789e-003	8.507767e-003
4.846784374922212e-004	8.507789e-003	8.507767e-003
4.866315624922212e-004	8.507789e-003	8.507767e-003
4.885846874922212e-004	8.507789e-003	8.507767e-003
4.905378124922212e-004	8.507789e-003	8.507767e-003
4.924909374922212e-004	8.507789e-003	8.507767e-003
4.944440624922212e-004	8.507789e-003	8.507767e-003
4.963971874922212e-004	8.507789e-003	8.507767e-003
4.993268749922212e-004	8.507789e-003	8.507767e-003
5.012799999922212e-004	8.507789e-003	8.507767e-003
5.032331249922212e-004	8.507789e-003	8.507767e-003
5.051862499922212e-004	8.507789e-003	8.507767e-003
5.071393749922212e-004	8.507789e-003	8.507767e-003
5.090924999922212e-004	8.507789e-003	8.507767e-003
5.110456249922212e-004	8.507789e-003	8.507767e-003
5.129987499922212e-004	8.507789e-003	8.507767e-003
5.149518749922212e-004	8.507789e-003	8.507767e-003
5.169049999922212e-004	8.507789e-003	8.507767e-003
5.188581249922212e-004	8.507789e-003	8.507767e-003
5.208112499922212e-004	8.507789e-003	8.507767e-003
5.227643749922212e-004	8.507789e-003	8.507767e-003
5.247174999922212e-004	8.507789e-003	8.507767e-003
5.266706249922212e-004	8.507789e-003	8.507767e-003
5.286237499922212e-004	8.507789e-003	8.507767e-003
5.305768749922212e-004	8.507789e-003	8.507767e-003
5.325299999922212e-004	8.507789e-003	8.507767e-003
5.344831249922212e-004	8.507789e-003	8.507767e-003
5.364362499922212e-004	8.507789e-003	8.507767e-003
5.383893749922212e-004	8.507789e-003	8.507767e-003
5.403424999922212e-004	8.507789e-003	8.507767e-003
5.422956249922212e-004	8.507789e-003	8.507767e-003
5.442487499922212e-004	8.507789e-003	8.507767e-003
5.462018749922212e-004	8.507789e-003	8.507767e-003
5.491315624922212e-004	8.507789e-003	8.507767e-003
5.510846874922212e-004	8.507789e-003	8.507767e-003
5.530378124922212e-004	8.507789e-003	8.507767e-003
5.549909374922212e-004	8.507789e-003	8.507767e-003
5.569440624922212e-004	8.507789e-003	8.507767e-003
5.588971874922212e-004	8.507789e-003	8.507767e-003
5.608503124922212e-004	8.507789e-003	8.507767e-003
5.628034374922212e-004	8.507789e-003	8.507767e-003
5.647565624922212e-004	8.507789e-003	8.507767e-003
5.667096874922212e-004	8.507789e-003	8.507767e-003
5.686628124922212e-004	8.507789e-003	8.507767e-003
5.706159374922212e-004	8.507789e-003	8.507767e-003
5.725690624922212e-004	8.507789e-003	8.507767e-003
5.745221874922212e-004	8.507789e-003	8.507767e-003
5.764753124922212e-004	8.507789e-003	8.507767e-003
5.784284374922212e-004	8.507789e-003	8.507767e-003
5.803815624922212e-004	8.507789e-003	8.507767e-003
5.823346874922212e-004	8.507789e-003	8.507767e-003
5.842878124922213e-004	8.507789e-003	8.507767e-003
5.862409374922213e-004	8.507789e-003	8.507767e-003
5.881940624922213e-004	8.507789e-003	8.507767e-003
5.901471874922213e-004	8.507789e-003	8.507767e-003
5.921003124922213e-004	8.507789e-003	8.507767e-003
5.940534374922213e-004	8.507789e-003	8.507767e-003
5.960065624922213e-004	8.507789e-003	8.507767e-003
5.999128124922213e-004	8.507789e-003	8.507767e-003
6.018659374922213e-004	8.507789e-003	8.507767e-003
6.038190624922213e-004	8.507789e-003	8.507767e-003
6.057721874922213e-004	8.507789e-003	8.507767e-003
6.077253124922213e-004	8.507789e-003	8.507767e-003
6.096784374922213e-004	8.507789e-003	8.507767e-003
6.116315624922213e-004	8.507789e-003	8.507767e-003
6.135846874922213e-004	8.507789e-003	8.507767e-003
6.155378124922213e-004	8.507789e-003	8.507767e-003
6.174909374922213e-004	8.507789e-003	8.507767e-003
6.194440624922213e-004	8.507789e-003	8.507767e-003
6.213971874922213e-004	8.507789e-003	8.507767e-003
6.233503124922213e-004	8.507789e-003	8.507767e-003
6.253034374922213e-004	8.507789e-003	8.507767e-003
6.272565624922213e-004	8.507789e-003	8.507767e-003
6.292096874922213e-004	8.507789e-003	8.507767e-003
6.311628124922213e-004	8.507789e-003	8.507767e-003
6.331159374922213e-004	8.507789e-003	8.507767e-003
6.350690624922213e-004	8.507789e-003	8.507767e-003
6.370221874922213e-004	8.507789e-003	8.507767e-003
6.389753124922213e-004	8.507789e-003	8.507767e-003
6.409284374922213e-004	8.507789e-003	8.507767e-003
6.428815624922213e-004	8.507789e-003	8.507767e-003
6.448346874922213e-004	8.507789e-003	8.507767e-003
6.467878124922213e-004	8.507789e-003	8.507767e-003
6.497174999922213e-004	8.507789e-003	8.507767e-003
6.516706249922213e-004	8.507789e-003	8.507767e-003
6.536237499922213e-004	8.507789e-003	8.507767e-003
6.555768749922213e-004	8.507789e-003	8.507767e-003
6.575299999922213e-004	8.507789e-003	8.507767e-003
6.594831249922213e-004	8.507789e-003	8.507767e-003
6.614362499922213e-004	8.507789e-003	8.507767e-003
6.633893749922213e-004	8.507789e-003	8.507767e-003
6.653424999922213e-004	8.507789e-003	8.507767e-003
6.672956249922213e-004	8.507789e-003	8.507767e-003
6.692487499922213e-004	8.507789e-003	8.507767e-003
6.712018749922213e-004	8.507789e-003	8.507767e-003
6.731549999922213e-004	8.507789e-003	8.507767e-003
6.751081249922213e-004	8.507789e-003	8.507767e-003
6.770612499922213e-004	8.507789e-003	8.507767e-003
6.790143749922213e-004	8.507789e-003	8.507767e-003
6.809674999922213e-004	8.507789e-003	8.507767e-003
6.829206249922213e-004	8.507789e-003	8.507767e-003
6.848737499922213e-004	8.507789e-003	8.507767e-003
6.868268749922213e-004	8.507789e-003	8.507767e-003
6.887799999922213e-004	8.507789e-003	8.507767e-003
6.907331249922213e-004	8.507789e-003	8.507767e-003
6.926862499922213e-004	8.507789e-003	8.507767e-003
6.946393749922213e-004	8.507789e-003	8.507767e-003
6.965924999922214e-004	8.507789e-003	8.507767e-003
6.995221874922214e-004	8.507789e-003	8.507767e-003
7.014753124922214e-004	8.507789e-003	8.507767e-003
7.034284374922214e-004	8.507789e-003	8.507767e-003
7.053815624922214e-004	8.507789e-003	8.507767e-003
7.073346874922214e-004	8.507789e-003	8.507767e-003
7.092878124922214e-004	8.507789e-003	8.507767e-003
7.112409374922214e-004	8.507789e-003	8.507767e-003
7.131940624922214e-004	8.507789e-003	8.507767e-003
7.151471874922214e-004	8.507789e-003	8.507767e-003
7.171003124922214e-004	8.507789e-003	8.507767e-003
7.190534374922214e-004	8.507789e-003	8.507767e-003
7.210065624922214e-004	8.507789e-003	8.507767e-003
7.229596874922214e-004	8.507789e-003	8.507767e-003
7.249128124922214e-004	8.507789e-003	8.507767e-003
7.268659374922214e-004	8.507789e-003	8.507767e-003
7.288190624922214e-004	8.507789e-003	8.507767e-003
7.307721874922214e-004	8.507789e-003	8.507767e-003
7.327253124922214e-004	8.507789e-003	8.507767e-003
7.346784374922214e-004	8.507789e-003	8.507767e-003
7.366315624922214e-004	8.507789e-003	8.507767e-003
7.385846874922214e-004	8.507789e-003	8.507767e-003
7.405378124922214e-004	8.507789e-003	8.507767e-003
7.424909374922214e-004	8.507789e-003	8.507767e-003
7.444440624922214e-004	8.507789e-003	8.507767e-003
7.463971874922214e-004	8.507789e-003	8.507767e-003
7.493268749922214e-004	8.507789e-003	8.507767e-003
7.512799999922214e-004	8.507789e-003	8.507767e-003
7.532331249922214e-004	8.507789e-003	8.507767e-003
7.551862499922214e-004	8.507789e-003	8.507767e-003
7.571393749922214e-004	8.507789e-003	8.507767e-003
7.590924999922214e-004	8.507789e-003	8.507767e-003
7.610456249922214e-004	8.507789e-003	8.507767e-003
7.629987499922214e-004	8.507789e-003	8.507767e-003
7.649518749922214e-004	8.507789e-003	8.507767e-003
7.669049999922214e-004	8.507789e-003	8.507767e-003
7.688581249922214e-004	8.507789e-003	8.507767e-003
7.708112499922214e-004	8.507789e-003	8.507767e-003
7.727643749922214e-004	8.507789e-003	8.507767e-003
7.747174999922214e-004	8.507789e-003	8.507767e-003
7.766706249922214e-004	8.507789e-003	8.507767e-003
7.786237499922214e-004	8.507789e-003	8.507767e-003
7.805768749922214e-004	8.507789e-003	8.507767e-003
7.825299999922214e-004	8.507789e-003	8.507767e-003
7.844831249922214e-004	8.507789e-003	8.507767e-003
7.864362499922214e-004	8.507789e-003	8.507767e-003
7.883893749922214e-004	8.507789e-003	8.507767e-003
7.903424999922214e-004	8.507789e-003	8.507767e-003
7.922956249922214e-004	8.507789e-003	8.507767e-003
7.942487499922214e-004	8.507789e-003	8.507767e-003
7.962018749922214e-004	8.507789e-003	8.507767e-003
7.991315624922214e-004	8.507789e-003	8.507767e-003
8.010846874922214e-004	8.507789e-003	8.507767e-003
8.030378124922214e-004	8.507789e-003	8.507767e-003
8.049909374922214e-004	8.507789e-003	8.507767e-003
8.069440624922214e-004	8.507789e-003	8.507767e-003
8.088971874922215e-004	8.507789e-003	8.507767e-003
8.108503124922215e-004	8.507789e-003	8.507767e-003
8.128034374922215e-004	8.507789e-003	8.507767e-003
8.147565624922215e-004	8.507789e-003	8.507767e-003
8.167096874922215e-004	8.507789e-003	8.507767e-003
8.186628124922215e-004	8.507789e-003	8.507767e-003
8.206159374922215e-004	8.507789e-003	8.507767e-003
8.225690624922215e-004	8.507789e-003	8.507767e-003
8.245221874922215e-004	8.507789e-003	8.507767e-003
8.264753124922215e-004	8.507789e-003	8.507767e-003
8.284284374922215e-004	8.507789e-003	8.507767e-003
8.303815624922215e-004	8.507789e-003	8.507767e-003
8.323346874922215e-004	8.507789e-003	8.507767e-003
8.342878124922215e-004	8.507789e-003	8.507767e-003
8.362409374922215e-004	8.507789e-003	8.507767e-003
8.381940624922215e-004	8.507789e-003	8.507767e-003
8.401471874922215e-004	8.507789e-003	8.507767e-003
8.421003124922215e-004	8.507789e-003	8.507767e-003
8.440534374922215e-004	8.507789e-003	8.507767e-003
8.460065624922215e-004	8.507789e-003	8.507767e-003
8.499128124922215e-004	8.507789e-003	8.507767e-003
8.518659374922215e-004	8.507789e-003	8.507767e-003
8.538190624922215e-004	8.507789e-003	8.507767e-003
8.557721874922215e-004	8.507789e-003	8.507767e-003
8.577253124922215e-004	8.507789e-003	8.507767e-003
8.596784374922215e-004	8.507789e-003	8.507767e-003
8.616315624922215e-004	8.507789e-003	8.507767e-003
8.635846874922215e-004	8.507789e-003	8.507767e-003
8.655378124922215e-004	8.507789e-003	8.507767e-003
8.674909374922215e-004	8.507789e-003	8.507767e-003
8.694440624922215e-004	8.507789e-003	8.507767e-003
8.713971874922215e-004	8.507789e-003	8.507767e-003
8.733503124922215e-004	8.507789e-003	8.507767e-003
8.753034374922215e-004	8.507789e-003	8.507767e-003
8.772565624922215e-004	8.507789e-003	8.507767e-003
8.792096874922215e-004	8.507789e-003	8.507767e-003
8.811628124922215e-004	8.507789e-003	8.507767e-003
8.831159374922215e-004	8.507789e-003	8.507767e-003
8.850690624922215e-004	8.507789e-003	8.507767e-003
8.870221874922215e-004	8.507789e-003	8.507767e-003
8.889753124922215e-004	8.507789e-003	8.507767e-003
8.909284374922215e-004	8.507789e-003	8.507767e-003
8.928815624922215e-004	8.507789e-003	8.507767e-003
8.948346874922215e-004	8.507789e-003	8.507767e-003
8.967878124922215e-004	8.507789e-003	8.507767e-003
8.997174999922215e-004	8.507789e-003	8.507767e-003
9.016706249922215e-004	8.507789e-003	8.507767e-003
9.036237499922215e-004	8.507789e-003	8.507767e-003
9.055768749922215e-004	8.507789e-003	8.507767e-003
9.075299999922215e-004	8.507789e-003	8.507767e-003
9.094831249922215e-004	8.507789e-003	8.507767e-003
9.114362499922215e-004	8.507789e-003	8.507767e-003
9.133893749922215e-004	8.507789e-003	8.507767e-003
9.153424999922215e-004	8.507789e-003	8.507767e-003
9.172956249922215e-004	8.507789e-003	8.507767e-003
9.192487499922215e-004	8.507789e-003	8.507767e-003
9.212018749922216e-004	8.507789e-003	8.507767e-003
9.231549999922216e-004	8.507789e-003	8.507767e-003
9.251081249922216e-004	8.507789e-003	8.507767e-003
9.270612499922216e-004	8.507789e-003	8.507767e-003
9.290143749922216e-004	8.507789e-003	8.507767e-003
9.309674999922216e-004	8.507789e-003	8.507767e-003
9.329206249922216e-004	8.507789e-003	8.507767e-003
9.348737499922216e-004	8.507789e-003	8.507767e-003
9.368268749922216e-004	8.507789e-003	8.507767e-003
9.387799999922216e-004	8.507789e-003	8.507767e-003
9.407331249922216e-004	8.507789e-003	8.507767e-003
9.426862499922216e-004	8.507789e-003	8.507767e-003
9.446393749922216e-004	8.507789e-003	8.507767e-003
9.465924999922216e-004	8.507789e-003	8.507767e-003
9.495221874922216e-004	8.507789e-003	8.507767e-003
9.514753124922216e-004	8.507789e-003	8.507767e-003
9.534284374922216e-004	8.507789e-003	8.507767e-003
9.553815624922216e-004	8.507789e-003	8.507767e-003
9.573346874922216e-004	8.507789e-003	8.507767e-003
9.592878124922216e-004	8.507789e-003	8.507767e-003
9.612409374922216e-004	8.507789e-003	8.507767e-003
9.631940624922216e-004	8.507789e-003	8.507767e-003
9.651471874922216e-004	8.507789e-003	8.507767e-003
9.671003124922216e-004	8.507789e-003	8.507767e-003
9.690534374922216e-004	8.507789e-003	8.507767e-003
9.710065624922216e-004	8.507789e-003	8.507767e-003
9.729596874922216e-004	8.507789e-003	8.507767e-003
9.749128124922216e-004	8.507789e-003	8.507767e-003
9.768659374922216e-004	8.507789e-003	8.507767e-003
9.788190624922214e-004	8.507789e-003	8.507767e-003
9.807721874922212e-004	8.507789e-003	8.507767e-003
9.827253124922210e-004	8.507789e-003	8.507767e-003
